row,Rec,Tgts,Yds,Avg,Lng,Td,player,playerid,recRate,ydsPerTgt
123,6,10,131,21.8,40,1,Vincent Jackson,19,0.60,13.1
124,6,12,81,13.5,19,0,Vincent Jackson,19,0.50,6.8
125,7,15,108,15.4,46,0,Vincent Jackson,19,0.47,7.2
126,3,7,50,16.7,27,0,Vincent Jackson,19,0.43,7.1
110,7,13,154,22,39,0,Vincent Jackson,19,0.54,11.8
111,5,11,77,15.4,22,0,Vincent Jackson,19,0.45,7.0
112,3,6,34,11.3,19,0,Vincent Jackson,19,0.50,5.7
113,2,11,27,13.5,14,0,Vincent Jackson,19,0.18,2.5
114,9,14,114,12.7,24,2,Vincent Jackson,19,0.64,8.1
115,10,22,138,13.8,59,2,Vincent Jackson,19,0.45,6.3
116,5,13,79,15.8,29,0,Vincent Jackson,19,0.38,6.1
117,2,4,11,5.5,6,0,Vincent Jackson,19,0.50,2.8
118,3,8,28,9.3,14,0,Vincent Jackson,19,0.38,3.5
119,10,11,165,16.5,53,1,Vincent Jackson,19,0.91,15.0
120,2,3,61,30.5,47,0,Vincent Jackson,19,0.67,20.3
121,3,5,75,25,60,0,Vincent Jackson,19,0.60,15.0
122,3,8,70,23.3,38,1,Vincent Jackson,19,0.38,8.8
123,5,8,58,11.6,16,1,Vincent Jackson,19,0.63,7.3
124,5,10,98,19.6,30,0,Vincent Jackson,19,0.50,9.8
125,4,12,35,8.8,12,0,Vincent Jackson,19,0.33,2.9
41,8,11,160,20,99,2,Wes Welker,20,0.73,14.5
42,7,11,81,11.6,17,0,Wes Welker,20,0.64,7.4
43,16,20,217,13.6,33,2,Wes Welker,20,0.80,10.9
44,9,14,158,17.6,32,1,Wes Welker,20,0.64,11.3
45,5,8,124,24.8,73,0,Wes Welker,20,0.63,15.5
46,6,10,45,7.5,13,1,Wes Welker,20,0.60,4.5
47,6,8,39,6.5,10,0,Wes Welker,20,0.75,4.9
48,9,10,136,15.1,28,0,Wes Welker,20,0.90,13.6
49,6,8,46,7.7,14,0,Wes Welker,20,0.75,5.8
50,2,3,22,11,16,0,Wes Welker,20,0.67,7.3
51,8,12,115,14.4,41,2,Wes Welker,20,0.67,9.6
52,11,11,110,10,18,0,Wes Welker,20,1.00,10.0
53,7,10,86,12.3,24,1,Wes Welker,20,0.70,8.6
54,4,6,41,10.3,19,0,Wes Welker,20,0.67,6.8
55,12,19,138,11.5,42,0,Wes Welker,20,0.63,7.3
56,6,11,51,8.5,15,0,Wes Welker,20,0.55,4.6
48,3,5,14,4.7,8,0,Wes Welker,20,0.60,2.8
49,5,11,95,19,36,0,Wes Welker,20,0.45,8.6
50,8,10,142,17.8,59,0,Wes Welker,20,0.80,14.2
51,9,11,129,14.3,26,0,Wes Welker,20,0.82,11.7
52,13,15,104,8,15,1,Wes Welker,20,0.87,6.9
53,10,14,138,13.8,46,1,Wes Welker,20,0.71,9.9
54,6,8,66,11,21,0,Wes Welker,20,0.75,8.3
55,6,9,48,8,11,0,Wes Welker,20,0.67,5.3
56,6,11,74,12.3,23,0,Wes Welker,20,0.55,6.7
57,7,11,80,11.4,18,0,Wes Welker,20,0.64,7.3
58,7,10,71,10.1,28,1,Wes Welker,20,0.70,7.1
59,12,18,103,8.6,14,1,Wes Welker,20,0.67,5.7
60,3,9,52,17.3,25,0,Wes Welker,20,0.33,5.8
61,5,8,56,11.2,15,0,Wes Welker,20,0.63,7.0
62,10,12,88,8.8,25,1,Wes Welker,20,0.83,7.3
63,8,12,94,11.8,23,1,Wes Welker,20,0.67,7.8
46,9,11,67,7.4,15,2,Wes Welker,20,0.82,6.1
47,3,8,39,13,20,1,Wes Welker,20,0.38,4.9
48,7,8,84,12,32,1,Wes Welker,20,0.88,10.5
49,7,9,76,10.9,33,2,Wes Welker,20,0.78,8.4
50,5,6,49,9.8,16,1,Wes Welker,20,0.83,8.2
51,6,8,63,10.5,26,1,Wes Welker,20,0.75,7.9
52,7,11,96,13.7,25,0,Wes Welker,20,0.64,8.7
53,6,10,81,13.5,24,1,Wes Welker,20,0.60,8.1
54,3,6,21,7,11,0,Wes Welker,20,0.50,3.5
55,8,10,72,9,20,0,Wes Welker,20,0.80,7.2
56,4,8,31,7.8,17,0,Wes Welker,20,0.50,3.9
57,3,5,38,12.7,20,0,Wes Welker,20,0.60,7.6
58,5,10,61,12.2,30,1,Wes Welker,20,0.50,6.1
59,6,9,38,6.3,8,1,Wes Welker,20,0.67,4.2
60,4,5,38,9.5,16,0,Wes Welker,20,0.80,7.6
61,8,10,84,10.5,22,0,Wes Welker,20,0.80,8.4
